n,time
84180,2
84190,38
84200,394
84210,271
84220,199
84230,37
84240,34
84250,85
84260,550
84270,135
84280,141
84290,20
84300,80
84310,143
84320,46
84330,152
84340,29
84350,271
84360,264
84370,247
84380,55
84390,159
84400,132
84410,75
84420,65
84430,202
84440,101
84450,28
84460,100
84470,109
84480,57
84490,460
84500,3
84510,487
84520,299
84530,304
84540,269
84550,43
84560,403
84570,211
84580,16
84590,496
84600,95
84610,235
84620,146
84630,59
84640,158
84650,318
84660,86
84670,100
84680,121
84690,175
84700,40
84710,89
84720,0
84730,15
84740,21
84750,37
84760,120
84770,179
84780,88
84790,25
84800,129
84810,280
84820,125
84830,226
84840,247
84850,88
84860,62
84870,208
84880,726
84890,415
84900,29
84910,306
84920,5
84930,59
84940,217
84950,23
84960,116
84970,479
84980,27
84990,131
85000,31
85010,339
85020,168
85030,562
85040,28
85050,460
85060,30
85070,122
85080,290
85090,305
85100,21
85110,22
85120,14
85130,8
85140,7
85150,144
85160,70
85170,325
85180,96
85190,32
85200,80
85210,101
85220,163
85230,135
85240,497
85250,251
85260,138
85270,129
85280,118
85290,105
85300,108
85310,186
85320,220
85330,694
85340,79
85350,142
85360,840
85370,148
85380,175
85390,112
85400,65
85410,61
85420,50
85430,19
85440,254
85450,229
85460,31
85470,61
85480,362
85490,136
85500,377
85510,792
85520,485
85530,136
85540,134
85550,911
85560,451
85570,1
85580,473
85590,90
85600,29
85610,90
85620,227
85630,224
85640,215
85650,355
85660,245
85670,39
85680,9
85690,404
85700,195
85710,157
85720,258
85730,25
85740,359
85750,86
85760,128
85770,89
85780,389
85790,120
85800,50
85810,636
85820,222
85830,4
85840,147
85850,141
85860,69
85870,121
85880,163
85890,169
85900,426
85910,718
85920,53
85930,0
85940,65
85950,69
85960,132
85970,249
85980,213
85990,509
86000,30
86010,464
86020,25
86030,127
86040,28
86050,107
86060,163
86070,170
86080,15
86090,115
86100,23
86110,667
86120,232
86130,40
86140,108
86150,247
86160,170
86170,73
86180,62
86190,171
86200,47
86210,648
86220,637
86230,685
86240,8
86250,49
86260,553
86270,408
86280,1182
86290,53
86300,12
86310,153
86320,5
86330,4
86340,220
86350,797
86360,53
86370,75
86380,641
86390,84
86400,43
86410,166
86420,23
86430,104
86440,98
86450,94
86460,82
86470,996
86480,169
86490,127
86500,37
86510,52
86520,35
86530,23
86540,6
86550,227
86560,39
86570,56
86580,124
86590,254
86600,159
86610,21
86620,2
86630,488
86640,116
86650,401
86660,13
86670,147
86680,507
86690,297
86700,105
86710,246
86720,249
86730,226
86740,236
86750,48
86760,76
86770,124
86780,18
86790,31
86800,119
86810,292
86820,450
86830,98
86840,92
86850,176
86860,103
86870,64
86880,6
86890,122
86900,47
86910,65
86920,175
86930,134
86940,189
86950,164
86960,145
86970,544
86980,211
86990,136
87000,358
87010,249
87020,52
87030,66
87040,52
87050,4
87060,153
87070,195
87080,624
87090,84
87100,122
87110,20
87120,139
87130,62
87140,262
87150,44
87160,169
87170,482
87180,75
87190,960
87200,350
87210,205
87220,210
87230,272
87240,464
87250,40
87260,718
87270,191
87280,33
87290,175
87300,79
87310,448
87320,168
87330,153
87340,335
87350,136
87360,81
87370,375
87380,137
87390,33
87400,15
87410,288
87420,9
87430,722
87440,327
87450,221
87460,3
87470,38
87480,203
87490,41
87500,394
87510,117
87520,308
87530,97
87540,13
87550,167
87560,354
87570,19
87580,67
87590,28
87600,36
87610,521
87620,258
87630,55
87640,17
87650,174
87660,151
87670,37
87680,464
87690,61
87700,380
87710,69
87720,14
87730,248
87740,505
87750,296
87760,338
87770,25
87780,120
87790,34
87800,155
87810,170
87820,34
87830,35
87840,23
87850,33
87860,0
87870,56
87880,113
87890,39
87900,490
87910,87
87920,175
87930,232
87940,141
87950,42
87960,986
87970,93
87980,361
87990,608
88000,294
88010,405
88020,54
88030,248
88040,455
88050,345
88060,313
88070,589
88080,94
88090,153
88100,11
88110,112
88120,161
88130,175
88140,313
88150,63
88160,193
88170,175
88180,106
88190,121
88200,350
88210,162
88220,269
88230,32
88240,488
88250,442
88260,95
88270,516
88280,227
88290,100
88300,16
88310,29
88320,249
88330,47
88340,140
88350,92
88360,126
88370,216
88380,246
88390,55
88400,159
88410,147
88420,255
88430,46
88440,240
88450,168
88460,79
88470,249
88480,726
88490,209
88500,410
88510,121
88520,62
88530,80
88540,149
88550,71
88560,296
88570,102
88580,38
88590,42
88600,120
88610,218
88620,71
88630,233
88640,165
88650,65
88660,111
88670,422
88680,305
88690,70
88700,9
88710,427
88720,49
88730,197
88740,243
88750,63
88760,14
88770,99
88780,324
88790,69
88800,1010
88810,25
88820,33
88830,265
88840,199
88850,5
88860,990
88870,92
88880,214
88890,33
88900,121
88910,44
88920,631
88930,484
88940,65
88950,159
88960,188
88970,656
88980,230
88990,106
89000,453
89010,969
89020,24
89030,43
89040,104
89050,198
89060,25
89070,211
89080,574
89090,44
89100,126
89110,44
89120,689
89130,110
89140,72
89150,115
89160,97
89170,96
89180,15
89190,221
89200,52
89210,93
89220,183
89230,132
89240,149
89250,9
89260,203
89270,2
89280,401
89290,131
89300,185
89310,185
89320,37
89330,351
89340,20
89350,0
89360,316
89370,83
89380,93
89390,106
89400,330
89410,349
89420,459
89430,156
89440,90
89450,281
89460,87
89470,464
89480,597
89490,70
89500,236
89510,242
89520,90
89530,107
89540,228
89550,227
89560,617
89570,177
89580,18
89590,146
89600,139
89610,3
89620,313
89630,108
89640,289
89650,86
89660,254
89670,282
89680,133
89690,38
89700,238
89710,267
89720,102
89730,233
89740,175
89750,20
89760,109
89770,12
89780,96
89790,67
89800,25
89810,285
89820,234
89830,127
89840,391
89850,63
89860,112
89870,193
89880,160
89890,169
89900,241
89910,81
89920,48
89930,21
89940,119
89950,510
89960,773
89970,10
89980,462
89990,234
90000,99
90010,462
90020,9
90030,251
90040,440
90050,163
90060,77
90070,191
90080,140
90090,221
90100,309
90110,135
90120,100
90130,16
90140,63
90150,271
90160,34
90170,33
90180,73
90190,8
90200,24
90210,67
90220,166
90230,52
90240,381
90250,238
90260,264
90270,226
90280,138
90290,102
90300,841
90310,40
90320,32
90330,16
90340,147
90350,959
90360,173
90370,277
90380,68
90390,250
90400,646
90410,220
90420,44
90430,675
90440,139
90450,142
90460,325
90470,123
90480,87
90490,42
90500,308
90510,151
90520,104
90530,13
90540,331
90550,170
90560,139
90570,12
90580,8
90590,61
90600,30
90610,155
90620,50
90630,43
90640,118
90650,96
90660,2
90670,216
90680,33
90690,717
90700,81
90710,179
90720,50
90730,12
90740,50
90750,433
90760,30
90770,73
90780,8
90790,372
90800,61
90810,10
90820,20
90830,86
90840,156
90850,288
90860,200
90870,21
90880,257
90890,244
90900,466
90910,126
90920,179
90930,254
90940,147
90950,99
90960,25
90970,279
90980,31
90990,2
91000,347
91010,229
91020,90
91030,8
91040,285
91050,59
91060,541
91070,417
91080,655
91090,303
91100,482
91110,112
91120,174
91130,61
91140,482
91150,225
91160,33
91170,477
91180,169
91190,107
91200,28
91210,110
91220,116
91230,580
91240,53
91250,102
91260,56
91270,209
91280,174
91290,4
91300,44
91310,424
91320,101
91330,36
91340,57
91350,20
91360,119
91370,195
91380,554
91390,334
91400,518
91410,9
91420,369
91430,515
91440,46
91450,352
91460,215
91470,261
91480,359
91490,148
91500,425
91510,164
91520,22
91530,311
91540,40
91550,25
91560,403
91570,57
91580,31
91590,52
91600,123
91610,219
91620,54
91630,53
91640,247
91650,117
91660,35
91670,248
91680,218
91690,376
91700,81
91710,87
91720,53
91730,27
91740,49
91750,18
91760,265
91770,65
91780,1
91790,28
91800,199
91810,90
91820,356
91830,151
91840,157
91850,473
91860,153
91870,5
91880,121
91890,361
91900,160
91910,658
91920,287
91930,45
91940,78
91950,159
91960,96
91970,18
91980,143
91990,32
92000,83
92010,386
92020,115
92030,292
92040,32
92050,36
92060,433
92070,127
92080,35
92090,6
92100,68
92110,881
92120,283
92130,213
92140,124
92150,48
92160,154
92170,370
92180,25
92190,265
92200,93
92210,227
92220,219
92230,877
92240,47
92250,69
92260,35
92270,46
92280,16
92290,124
92300,338
92310,273
92320,42
92330,436
92340,158
92350,237
92360,11
92370,667
92380,100
92390,245
92400,139
92410,620
92420,9
92430,113
92440,295
92450,546
92460,728
92470,76
92480,115
92490,61
92500,264
92510,230
92520,343
92530,91
92540,66
92550,149
92560,214
92570,52
92580,30
92590,74
92600,17
92610,288
92620,314
92630,145
92640,189
92650,90
92660,187
92670,131
92680,281
92690,73
92700,46
92710,87
92720,55
92730,4
92740,73
92750,218
92760,223
92770,41
92780,47
92790,456
92800,242
92810,283
92820,279
92830,717
92840,76
92850,41
92860,599
92870,464
92880,29
92890,81
92900,414
92910,135
92920,74
92930,82
92940,195
92950,467
92960,147
92970,114
92980,124
92990,590
93000,111
93010,174
93020,158
93030,64
93040,173
93050,103
93060,111
93070,358
93080,64
93090,49
93100,96
93110,65
93120,330
93130,44
93140,265
93150,251
93160,2
93170,397
93180,768
93190,910
93200,131
93210,93
93220,181
93230,116
93240,19
93250,99
93260,44
93270,133
93280,179
93290,132
93300,84
93310,395
93320,665
93330,691
93340,473
93350,199
93360,240
93370,317
93380,21
93390,288
93400,564
93410,9
93420,72
93430,152
93440,224
93450,174
93460,150
93470,349
93480,265
93490,508
93500,237
93510,145
93520,182
93530,0
93540,162
93550,20
93560,116
93570,156
93580,60
93590,90
93600,166
93610,238
93620,272
93630,121
93640,36
93650,238
93660,42
93670,537
93680,137
93690,450
93700,30
93710,41
93720,56
93730,187
93740,316
93750,61
93760,47
93770,657
93780,127
93790,140
93800,460
93810,74
93820,117
93830,164
93840,41
93850,141
93860,154
93870,207
93880,461
93890,109
93900,107
93910,502
93920,400
93930,117
93940,28
93950,318
93960,188
93970,10
93980,178
93990,40
94000,23
94010,160
94020,45
94030,26
94040,401
94050,184
94060,170
94070,37
94080,117
94090,172
94100,140
94110,809
94120,16
94130,106
94140,92
94150,155
94160,402
94170,55
94180,181
94190,704
94200,159
94210,325
94220,140
94230,135
94240,33
94250,484
94260,157
94270,344
94280,36
94290,405
94300,392
94310,106
94320,199
94330,56
94340,16
94350,238
94360,158
94370,17
94380,90
94390,232
94400,59
94410,123
94420,26
94430,308
94440,87
94450,27
94460,307
94470,250
94480,254
94490,204
94500,0
94510,44
94520,325
94530,32
94540,70
94550,214
94560,1246
94570,120
94580,255
94590,398
94600,163
94610,125
94620,85
94630,141
94640,52
94650,321
94660,376
94670,188
94680,22
94690,240
94700,18
94710,72
94720,58
94730,636
94740,245
94750,33
94760,63
94770,25
94780,359
94790,16
94800,242
94810,1733
94820,68
94830,163
94840,620
94850,115
94860,243
94870,50
94880,268
94890,153
94900,56
94910,182
94920,195
94930,39
94940,51
94950,254
94960,332
94970,76
94980,136
94990,81
95000,370
95010,637
95020,261
95030,31
95040,227
95050,84
95060,265
95070,168
95080,50
95090,217
95100,88
95110,706
95120,46
95130,116
95140,420
95150,151
95160,495
95170,151
95180,42
95190,1003
95200,621
95210,795
95220,93
95230,98
95240,254
95250,132
95260,395
95270,44
95280,114
95290,445
95300,396
95310,100
95320,9
95330,133
95340,192
95350,135
95360,111
95370,53
95380,60
95390,72
95400,440
95410,62
95420,351
95430,117
95440,1653
95450,48
95460,465
95470,204
95480,140
95490,201
95500,170
95510,370
95520,1152
95530,1930
95540,2814
95550,281
95560,48
95570,414
95580,41
95590,78
95600,87
95610,54
95620,199
95630,783
95640,2
95650,89
95660,192
95670,54
95680,70
95690,234
95700,127
95710,123
95720,231
95730,295
95740,426
95750,185
95760,446
95770,62
95780,213
95790,300
95800,46
95810,112
95820,327
95830,305
95840,119
95850,269
95860,135
95870,41
95880,154
95890,462
95900,5
95910,480
95920,73
95930,37
95940,129
95950,413
95960,1332
95970,726
95980,366
95990,486
96000,750
96010,113
96020,142
96030,367
96040,371
96050,360
96060,69
96070,3
96080,125
96090,284
96100,821
96110,828
96120,349
96130,176
96140,342
96150,141
96160,974
96170,24
96180,147
96190,45
96200,766
96210,105
96220,151
96230,159
96240,485
96250,374
96260,191
96270,57
96280,178
96290,270
96300,25
96310,72
96320,847
96330,51
96340,45
96350,21
96360,472
96370,58
96380,211
96390,252
96400,63
96410,43
96420,532
96430,673
96440,127
96450,216
96460,218
96470,333
96480,104
96490,206
96500,119
96510,31
96520,270
96530,275
96540,291
96550,103
96560,106
96570,216
96580,453
96590,26
96600,16
96610,280
96620,4
96630,126
96640,206
96650,96
96660,322
96670,618
96680,253
96690,11
96700,137
96710,50
96720,294
96730,419
96740,24
96750,80
96760,1905
96770,390
96780,359
96790,17
96800,33
96810,363
96820,69
96830,11
96840,45
96850,222
96860,200
96870,64
96880,602
96890,7
96900,243
96910,139
96920,104
96930,215
96940,214
96950,95
96960,30
96970,33
96980,222
96990,153
97000,518
97010,5
97020,703
97030,464
97040,37
97050,177
97060,82
97070,351
97080,189
97090,126
97100,237
97110,208
97120,522
97130,1238
97140,188
97150,106
97160,54
97170,92
97180,543
97190,278
97200,19
97210,499
97220,29
97230,450
97240,134
97250,391
97260,34
97270,312
97280,456
97290,14
97300,68
97310,232
97320,309
97330,33
97340,147
97350,99
97360,283
97370,5
97380,131
97390,8
97400,483
97410,294
97420,58
97430,952
97440,129
97450,23
97460,596
97470,262
97480,675
97490,3
97500,66
97510,189
97520,111
97530,535
97540,653
97550,123
97560,171
97570,388
97580,180
97590,99
97600,112
97610,420
97620,302
97630,136
97640,170
97650,117
97660,146
97670,86
97680,850
97690,20
97700,119
97710,769
97720,30
97730,197
97740,348
97750,75
97760,473
97770,72
97780,223
97790,133
97800,62
97810,175
97820,208
97830,109
97840,85
97850,169
97860,19
97870,25
97880,562
97890,33
97900,70
97910,560
97920,430
97930,485
97940,53
97950,135
97960,16
97970,168
97980,597
97990,160
98000,100
98010,74
98020,684
98030,268
98040,182
98050,675
98060,278
98070,130
98080,502
98090,137
98100,167
98110,31
98120,367
98130,36
98140,130
98150,74
98160,42
98170,493
98180,161
98190,189
98200,215
98210,332
98220,231
98230,197
98240,178
98250,175
98260,203
98270,263
98280,112
98290,407
98300,233
98310,186
98320,44
98330,162
98340,301
98350,0
98360,89
98370,155
98380,17
98390,61
98400,239
98410,428
98420,624
98430,279
98440,13
98450,732
98460,29
98470,228
98480,118
98490,246
98500,181
98510,285
98520,767
98530,128
98540,190
98550,160
98560,163
98570,233
98580,127
98590,323
98600,180
98610,27
98620,450
98630,89
98640,470
98650,239
98660,174
98670,192
98680,176
98690,94
98700,320
98710,66
98720,74
98730,54
98740,228
98750,110
98760,493
98770,399
98780,37
98790,587
98800,175
98810,82
98820,199
98830,227
98840,93
98850,54
98860,155
98870,264
98880,133
98890,540
98900,157
98910,55
98920,362
98930,14
98940,157
98950,113
98960,131
98970,18
98980,174
98990,38
99000,425
99010,215
99020,606
99030,454
99040,35
99050,108
99060,355
99070,118
99080,156
99090,88
99100,21
99110,313
99120,92
99130,119
99140,351
99150,290
99160,132
99170,225
99180,856
99190,1176
99200,247
99210,1648
99220,583
99230,545
99240,384
99250,405
99260,113
99270,96
99280,404
99290,304
99300,833
99310,2
99320,66
99330,156
99340,103
99350,213
99360,28
99370,109
99380,417
99390,390
99400,112
99410,496
99420,17
99430,110
99440,80
99450,58
99460,110
99470,115
99480,5
99490,101
99500,386
99510,192
99520,383
99530,217
99540,237
99550,55
99560,106
99570,101
99580,155
99590,99
99600,143
99610,457
99620,83
99630,81
99640,18
99650,398
99660,80
99670,276
99680,309
99690,32
99700,107
99710,33
99720,331
99730,72
99740,154
99750,159
99760,214
99770,123
99780,264
99790,172
99800,172
99810,162
99820,276
99830,324
99840,123
99850,381
99860,242
99870,77
99880,208
99890,318
99900,58
99910,43
99920,69
99930,2
99940,167
99950,98
99960,553
99970,617
99980,139
99990,110
100000,279
